tipo_inmueble,titulo,precio_mxn,recamaras,banos,m2,colonia,ubicacion,publicado_reciente,url
Casa,,17680000,4,4,440,Lindavista 00,"Lindavista 00, Planetario Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2782249757-casa-en-venta-en-colonia-planetario-lindavista-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,1139500,2,1,59,Santiago Atepetlac,"Santiago Atepetlac, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4640970576-santiago-atepetlac-departamento-en-venta-gustavo-a-madero-cdmx-_JM
Casa,,16700000,4,4,420,Torres Lindavista,". 0, Torres Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2740013967-casa-en-venta-en-colonia-torres-lindavista-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,4800000,2,2,120,Av. Lindavista  S/N,"Av. Lindavista  S/N, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2756606335-departamento-en-venta-en-lindavista-norte-_JM
Departamento,,2150000,3,1,60,Av. San Juan De Aragon No. 544 Edif. Napoles Depto. 505,"Av. San Juan De Aragon No. 544 Edif. Napoles Depto. 505, Eduardo Molina, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5030635980-departamento-en-venta-en-eduardo-molina-gustavo-a-madero-cdmx-_JM
Casa,,3672000,3,2,211,Ampliación Guadalupe Proletaria,"Ampliación Guadalupe Proletaria, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5395527760-guadalupe-proletaria-casa-venta-gustavo-a-madero-cdmx-_JM
Casa,,3700000,4,3,186,Ampliación Guadalupe Proletaria,"Ampliación Guadalupe Proletaria, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5395527932-ampliacion-guadalupe-proletaria-casa-venta-gustavo-madero-cdmx-_JM
Edificio,,1579305,,,505,Héroe De Nacozari,"Héroe De Nacozari, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-3770482728-heroes-de-nacozari-edificio-venta-gustavo-a-madero-cdmx-_JM
Casa,Casa Con Local Comercial Y Potencial De Desarrollo,6300000,4,3,230,Tepeyac Insurgentes,"Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2867471051-casa-con-local-comercial-y-potencial-de-desarrollo-230-m-tepeyac-insurgentes-_JM
Casa,,5925938,4,3,390,Acueducto De Guadalupe,"Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2608238259-acueducto-de-guadalupe-casa-venta-gustavo-a-madero-cdmx-_JM
Departamento,,690900,2,1,46,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395492682-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Edificio,,4300000,,,422,Constitución De La República,"Constitución De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-3770533226-constitucion-de-la-republica-edificio-en-venta-gustavo-a-madero-cdmx-_JM
Casa,,3685000,6,2,216,La Pradera,"La Pradera, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2936888763-la-pradera-1a-seccion-gustavo-a-madero-_JM
Casa,,6176075,3,2,248,San Juan De Aragón II Sección,"San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2608212945-san-juan-de-aragon-casa-a-en-venta-gustavo-madero-cdmx-_JM
Departamento,,2324000,2,1,58,Santiago Atzacoalco,"Santiago Atzacoalco, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395527964-nueva-atzacoalco-departamento-venta-gustavo-madero-cdmx-_JM
Terreno,,18000000,,,764,Terreno EN Venta Vallejo,"Terreno EN Venta Vallejo, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5187281794-terreno-en-venta-vallejo-_JM
Casa,Amplia Casa Con Locales Cerca De Lindavista Norte,8750000,2,1,180,San Bartolo Atepehuacan,"San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2748895621-amplia-casa-con-locales-cerca-de-lindavista-norte-_JM
Casa,,9590000,8,4,429,MANUEL MORALES,"MANUEL MORALES, Ferrocarrilera, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2855984089-casa-con-departamento-en-venta-en-ferrocarrilera-insurgentes-_JM
Bodega,,2596093,,,676,La Laguna Ticoman,"La Laguna Ticoman, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4899066602-santa-maria-ticoman-bodega-venta-gustavo-madero-cdmx-_JM
Departamento,,854600,2,1,43,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395504054-el-arbolillo-iii-gustavo-a-madero-cdmx-departamento-en-venta-_JM
Casa,,20000000,28,28,1200,Villa Gustavo A. Madero,"Villa Gustavo A. Madero, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5395503450-casas-locales-departamentos-venta-villa-gustavo-madero-cdmx-_JM
Casa,,2600000,4,3,215,Ampliación Providencia,"Ampliación Providencia, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5310269766-ampliacion-providencia-gustavo-a-madero-casa-en-venta-_JM
Bodega,,40000000,,2,1806,N/A 0,"N/A 0, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4261916886-bodega-en-venta-en-san-juan-de-aragon-gustavo-a-madero-ciudad-de-mexico-_JM
Otro Inmueble,,208500,,,4,Valle Del Tepeyac,"Valle Del Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4777695260-tepeyac-gustavo-a-madero-cdmx-cajon-de-estacionamiento-en-venta-_JM
Departamento,,1106000,2,1,59,Vasco De Quiroga,"Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395527380-vasco-de-quiroga-departamento-venta-gustavo-a-madero-cdmx-_JM
Edificio,,250000000,,1,7860,N/A 1 - 300,"N/A 1 - 300, Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2406567955-edificio-en-venta-en-granjas-modernas-gustavo-a-madero-ciudad-de-mexico-_JM
Edificio,,21933120,,,1474,Aragón La Villa,"Aragón La Villa, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-3770546122-aragon-la-villa-edificio-en-venta-gustavo-a-madero-cdmx-_JM
Terreno,,13800000,,,360,Tepeyac Insurgentes,"Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2748804943-se-vende-terreno-de-360m2-en-col-tepeyac-insurgentes-_JM
Edificio,,250000000,,1,7860,N/A 1 - 300,"N/A 1 - 300, Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4261852176-edificio-en-venta-en-granjas-modernas-gustavo-a-madero-ciudad-de-mexico-_JM
Edificio,,14300000,,,714,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4899054630-guadalupe-tepeyac-gustavo-a-madero-cdmx-edificio-en-venta-_JM
Edificio,,14300000,,,714,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2759320557-guadalupe-tepeyac-gustavo-a-madero-cdmx-edificio-en-venta-_JM
Local Comercial,,16500000,,5,659,Noé 42,"Noé 42, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2759247565-local-comercial-en-venta-en-colonia-guadalupe-tepeyac-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,,5635000,4,3,310,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5395504162-lindavista-casa-venta-gustavo-a-madero-cdmx-_JM
Departamento,,2538000,2,2,66,Constitución De La República,"Constitución De La República, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395528236-constitucion-de-la-republica-departamento-en-venta-gustavo-a-madero-cdmx-_JM
Departamento,,1375000,2,1,58,Acueducto De Guadalupe,"Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2608238553-gam-acueducto-de-guadalupe-departamento-venta-ciudad-de-mexico-_JM
Departamento,,1207910,2,1,59,Santiago Atepetlac,"Santiago Atepetlac, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395528072-santiago-atepetlac-departamento-venta-gustavo-a-madero-cdmx-_JM
Terreno,,3950000,,,160,Farallones SN,"Farallones SN, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2419433461-terreno-en-venta-en-colonia-residencial-acueducto-de-guadalupe-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,,4316783,6,2,343,Ampliación Progreso Nacional,"Ampliación Progreso Nacional, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2608165545-ampliacion-progreso-nacionalcasa-producto-venta-gustavo-a-maderocdmx-_JM
Casa,,3250000,6,2,250,25 De Julio,"25 De Julio, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4830272260-inmueble-en-venta-san-felipe-de-jesus-cerca-del-mercado-excelente-para-bodega-_JM
Edificio,,250000000,,,7860,Granjas Modernas,"Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-3770520040-granjas-modernas-hospital-en-venta-gustavo-a-madero-ciudad-de-mexico-_JM
Edificio,,4600000,,,487,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-3770573304-guadalupe-tepeyac-edificio-venta-gustavo-a-madero-cdmx-_JM
Departamento,,832300,2,1,45,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395539142-el-arbolillo-ctm-gustavo-a-madero-cdmx-_JM
Terreno,,138000000,,,2904,7 De Noviembre,"7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-3770598752-7-de-noviembre-terreno-venta-gustavo-madero-cdmx-_JM
Departamento,,782300,2,1,45,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395492238-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,,836600,2,1,42,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395503540-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,,781000,2,1,44,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395528400-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,,775100,2,1,43,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395504022-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,,776800,2,1,42,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395503682-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,,777800,2,1,43,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395527540-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,,2560000,2,1,78,Villa Gustavo A. Madero,"Villa Gustavo A. Madero, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395492572-villa-gustavo-madero-departamento-venta-gustavo-madero-cdmx-_JM
Departamento,,815640,2,1,42,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395539868-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,,858600,2,1,43,El Arbolillo III CROC,"El Arbolillo III CROC, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395540234-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Edificio,,68000000,,,1238,Tepeyac Insurgentes,"Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4255854564-tepeyac-insurgentes-gustavo-a-madero-cdmx-edificio-en-venta-_JM
Casa,,5300000,7,3,248,San Juan De Aragón II Sección,"San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2608377707-san-juan-de-aragon-casa-en-venta-gustavo-a-madero-cdmx-_JM
Departamento,,2100000,3,2,60,Clz. San Juan De Aragon  Edif. Malva Real 530,"Clz. San Juan De Aragon  Edif. Malva Real 530, DM Nacional, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2798152043-se-vende-departamento-en-dm-nacional-gustavo-a-madero-cdmx-_JM
Edificio,,12800000,,,714,Calzada De Guadalupe,"Calzada De Guadalupe, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5140780968-edificio-residencial-y-comercial-mixto-en-venta-en-calzada-de-guadalupe-en-colonia-guadalupe-tepeyac-_JM
Edificio,,12800000,,,714,Calzada De Guadalupe,"Calzada De Guadalupe, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5140759352-edificio-mixto-comercial-y-residencial-en-venta-en-calzada-de-guadalupe-en-colonia-guadalupe-tepeyac-_JM
Departamento,,2736386,2,1,56,Miguel Othón De Mendizábal Poniente,"Miguel Othón De Mendizábal Poniente, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5140759316-departamento-en-venta-nueva-industrial-vallejo-gustavo-a-madero-_JM
Departamento,,1600000,2,1,54,Nte. 94-A,"Nte. 94-A, Milagro, Ciudad De México, El Milagro, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5289079758-departamento-en-venta-en-pb-en-la-u-h-el-milagro-el-milagro-gustavo-a-madero-26-2948-avc-_JM
Bodega,Excelente Bodega Comercial O Industrial Con Gran Potencial Para Desarrollar Uso Mixto Hasta 8 Niveles Hm 8/30/z Zona Val,12600000,,3,500,Excelente Bodega Comercial O Industrial Con Gran Potencial Para Desarrollar Uso Mixto Hasta 8 Niveles HM 8/30/z Zona Val,"Excelente Bodega Comercial O Industrial Con Gran Potencial Para Desarrollar Uso Mixto Hasta 8 Niveles HM 8/30/z Zona Val, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5178662852-excelente-bodega-comercial-o-industrial-con-gran-potencial-para-desarrollar-uso-mixto-hasta-8-niveles-hm-830z-zona-val-_JM
Departamento,,1600000,2,1,54,Nte. 94-A 8519,"Nte. 94-A 8519, Milagro, Ciudad De México, El Milagro, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2916817603-departamento-en-venta-colonia-en-milagro-gustavo-a-madreo-planta-baja-ch26-2948-_JM
Departamento,Venta Departamento Tipo Loft En Desarrollo Boutique De Solo 10 Departamentos En Oceanía Ch#26-1794,1920000,1,1,40,Av. Río Consulado 2608,"Av. Río Consulado 2608, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4694060244-venta-departamento-tipo-loft-en-desarrollo-boutique-de-solo-10-departamentos-en-oceania-ch26-1794-_JM
Departamento,Venta Departamento Tipo Loft En Oceanía Ch26-1792,2429000,1,1,49,Av. Río Consulado 2608,"Av. Río Consulado 2608, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4693996858-venta-departamento-tipo-loft-en-oceania-ch26-1792-_JM
Departamento,Venta Departamento Tipo Loft Con Terraza Privada Ch #26-1795,2847831,1,1,79,Av. Río Consulado 2608,"Av. Río Consulado 2608, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4693610278-venta-departamento-tipo-loft-con-terraza-privada-ch-26-1795-_JM
Departamento,Departamento En Preventa Tipo Loft Con Amplia Terraza En Circuito Interior Río Consulado #26-1795 Avc,2712220,1,1,36,Av. Río Consulado,"Av. Río Consulado, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2698717561-departamento-en-preventa-tipo-loft-con-amplia-terraza-en-circuito-interior-rio-consulado-26-1795-avc-_JM
Bodega,,3300000,,,625,Av. Talismán 448,"Av. Talismán 448, Granjas Modernas, Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-3767930022-ib-cm0625-bodega-industrial-en-renta-en-gustavo-a-madero-15000-m2-_JM
Bodega,,3300000,,,626,Av. Talismán 448,"Av. Talismán 448, Granjas Modernas, Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-3767930172-ib-cm0626-bodega-industrial-en-renta-en-gustavo-a-madero-15000-m2-_JM
Casa,,1350000,2,2,140,Casa En Venta En Fracc. La Escalera En Jesús Ma. Aguascalientes.,"Casa En Venta En Fracc. La Escalera En Jesús Ma. Aguascalientes., La Escalera, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5412814010-casa-en-venta-en-la-escalera-en-aguascalientes-_JM
Terreno,"Venta De Terreno En La Escalera, Jesús María, Aguascalientes.",12500000,,,25000,Venta De Terreno En La Escalera,"Venta De Terreno En La Escalera, Jesús María, Aguascalientes. //, La Escalera, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2962172025-venta-de-terreno-en-la-escalera-jesus-maria-aguascalientes-_JM
Casa,"Conjunto De Casa, Departamento Y Local Comercial.",6000000,4,2,378,Santa Rosa,"Santa Rosa, Mexico City, Santa Rosa, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-2957278469-conjunto-de-casa-departamento-y-local-comercial-_JM
Departamento,Hermoso Departamento Cerca De Via Vallejo Con Estacionamiento,2650000,2,1,67,Lindavista Vallejo III Secc,"Lindavista Vallejo III Secc, Mexico City, Nueva Vallejo, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5401557408-hermoso-departamento-cerca-de-via-vallejo-con-estacionamiento-_JM
Departamento,,2200000,2,1,55,Insurgentes Nte. 1249,"Insurgentes Nte. 1249, Guadalupe Insurgentes, Ciudad De México, Guadalupe Insurgentes, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2946308945-oportunidad-gam-departamento-en-venta-2-recamaras-excelentes-ubicacion-_JM
Casa,,1785000,3,1,103,Gustavo A. Madero,"Gustavo A. Madero, Mexico City, Ampliación Arboledas, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2932054337-la-mejor-casa-en-venta-de-pachuca-3-recamaras-equipada-con-cocina-y-closets-gratis-_JM
Casa,Bonita Casa Con Acabados Y Amplia,4999999,3,3,200,Nte 90 5911,"Nte 90 5911, Gertrudis Sánchez II Secc, Ciudad De México, Gertrudis Sánchez 2a Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2923109179-bonita-casa-con-acabados-y-amplia-_JM
Departamento,Departamento En Margarita Maza De Juárez Conjunto Habitacional México Nuevo Vallejo,2190000,,1,50,México Nuevo Vallejo,"México Nuevo Vallejo, Margarita Maza De Juárez 168, Margarita Maza De Juárez Deportivo, Ciudad De México, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5293640460-departamento-en-margarita-maza-de-juarez-conjunto-habitacional-mexico-nuevo-vallejo-_JM
